objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.237654950525338e+18,243.388253845025,53.0605331070557,26.25917,21.85467,20.28537,19.35161,18.92225,2206,301,6,145,7.106904346319319e+18,GALAXY,0.5392577,6312,56487,815
1.237654950525338e+18,243.667054840082,53.1674164525449,24.61108,22.64053,21.13227,19.96867,19.56851,2206,301,6,145,7.106914791679783e+18,GALAXY,0.5870363000000001,6312,56487,853
1.2376549505253384e+18,243.751108110237,53.0767266211909,24.071720000000003,21.67721,20.09497,19.33412,18.87969,2206,301,6,145,7.106915891191411e+18,GALAXY,0.4643823,6312,56487,857
1.2376549505253384e+18,243.5104287205,52.955627024463205,22.78714,21.50817,20.03035,19.15868,18.9303,2206,301,6,145,7.106734471772828e+18,GALAXY,0.4673553,6312,56487,197
1.2376549505253384e+18,243.503101795248,53.0495070010818,25.90753,22.77242,21.12123,19.7836,19.04405,2206,301,6,145,7.106905445830947e+18,GALAXY,0.6725846999999999,6312,56487,819
1.2376549505253384e+18,243.625980274944,53.082137008352696,21.32931,24.19879,20.93476,19.73103,19.1138,2206,301,6,145,8.516335596812826e+18,GALAXY,0.6696558000000001,7564,56804,104
1.2376549505254031e+18,243.68390534992,52.9698354926872,17.86786,16.79733,16.47356,16.352970000000003,16.32486,2206,301,6,146,2.45011962180668e+18,STAR,-0.0003266206,2176,54243,587
1.2376549505254031e+18,243.599087671823,52.96484401939061,20.2694,19.20935,18.90165,18.79781,18.77882,2206,301,6,146,7.106735296406548e+18,STAR,-0.0007335126,6312,56487,200
1.2376549505254031e+18,243.636431474196,52.8700055121033,19.79043,17.90232,16.793470000000003,16.28069,15.93554,2206,301,6,146,8.516343293394221e+18,GALAXY,0.146024,7564,56804,132
1.2376549505254031e+18,243.767759820272,52.892485371121,20.13297,19.09039,18.67242,18.48678,18.43679,2206,301,6,146,2.4625034217233055e+18,STAR,-0.0001104001,2187,54270,583
1.2376549505254031e+18,243.712397758912,53.0037981900858,22.38758,19.77525,18.31305,17.77019,17.41542,2206,301,6,146,7.106916715825132e+18,GALAXY,0.2499515,6312,56487,860
1.2376549505254036e+18,243.722836891886,52.9570740523249,23.46007,21.78539,19.99668,19.46465,19.17679,2206,301,6,146,6.991863505276375e+17,GALAXY,0.4479239,621,52055,9
1.2376549505254036e+18,243.696274354342,52.9365128512698,24.29654,22.2425,20.66786,19.75468,19.29226,2206,301,6,146,7.106733922017014e+18,GALAXY,0.5911208,6312,56487,195
1.237654950525404e+18,243.759931862946,53.0443094741593,22.92537,22.40502,20.59338,19.51887,18.97792,2206,301,6,146,8.51634521753957e+18,GALAXY,0.5867574999999999,7564,56804,139
1.237654950525404e+18,243.750649685249,53.0383358514491,27.0236,23.16633,20.94265,19.76739,19.1869,2206,301,6,146,7.106916440947225e+18,GALAXY,0.6557375,6312,56487,859
1.2376549505254687e+18,243.70690316148895,52.8258992325476,20.24202,18.36472,17.33265,16.897920000000003,16.5309,2206,301,6,147,7.015893331230331e+17,GALAXY,0.1270787,623,52051,559
1.237654950525469e+18,243.712713987877,52.8417616993136,26.23108,21.14718,19.50437,18.62956,18.15204,2206,301,6,147,7.015962050707067e+17,GALAXY,0.4622885,623,52051,584
1.2376549505254692e+18,243.77602584875305,52.7503848146234,23.24227,21.94309,20.57388,19.90035,19.3901,2206,301,6,147,8.516341919004686e+18,QSO,0.4665227,7564,56804,127
1.2376549505255995e+18,244.243466344503,52.72066053896,18.58293,17.416729999999998,16.97928,16.79899,16.74053,2206,301,6,149,2.4501330908241203e+18,STAR,-0.0004923118,2176,54243,636
1.2376549505256e+18,244.19747471274,52.64789238508779,19.66549,18.147,17.58429,17.36523,17.24836,2206,301,6,149,2.4501322661903995e+18,STAR,-0.0003273388,2176,54243,633
1.2376549505256e+18,244.32230293260105,52.61256503092339,20.19622,18.86069,18.38456,18.19679,18.125020000000003,2206,301,6,149,2.462516890740746e+18,STAR,-0.0001773914,2187,54270,632
1.2376549505256e+18,244.292111543758,52.5857256617436,22.37954,19.29602,17.975839999999998,17.42538,17.10889,2206,301,6,149,7.106710557394924e+18,GALAXY,0.2517538,6312,56487,110
1.2376549505256e+18,244.230844786537,52.5531652777402,21.32043,18.54835,17.34179,16.88038,16.49351,2206,301,6,149,7.015956553148928e+17,GALAXY,0.2184827,623,52051,582
1.2376549505256e+18,244.316608027033,52.5748674615625,19.67175,18.04989,17.40555,17.02603,16.80486,2206,301,6,149,7.016074750648914e+17,GALAXY,0.1030307,623,52051,625
1.2376549505256e+18,244.16219423377495,52.6759945524208,21.20818,20.36295,20.09647,19.961920000000003,19.77324,2206,301,6,149,2.462518265130281e+18,QSO,3.840691000000001,2187,54270,637
1.2376549505256003e+18,244.199889956316,52.669677706852106,25.86733,22.34466,20.6995,19.78166,19.21101,2206,301,6,149,7.106708633249575e+18,GALAXY,0.5007957000000001,6312,56487,103
1.2376549505256005e+18,244.296178005514,52.6484127252129,26.42032,22.12244,20.35671,19.46036,19.07348,2206,301,6,149,7.106709732761203e+18,GALAXY,0.5008782,6312,56487,107
1.2376512525865452e+18,241.900357888867,51.408445312031,18.80158,17.85298,17.57704,17.48409,17.46111,1345,301,6,573,2.4500289120973885e+18,STAR,-0.0006999864999999,2176,54243,257
1.2376512525865452e+18,241.864613342735,51.3860764335371,16.53067,15.527079999999998,15.18886,15.07424,15.0461,1345,301,6,573,2.450027537707854e+18,STAR,-0.0007205274,2176,54243,252
1.2376512525865452e+18,241.79282745630695,51.3081423723471,18.012970000000003,18.11022,18.51753,18.89811,19.22716,1345,301,6,573,7.111336752501681e+18,STAR,-0.0001124120999999,6316,56483,556
1.2376512525865452e+18,242.00034255074,51.3602222423347,19.57655,18.1064,17.5418,17.345670000000002,17.28,1345,301,6,573,2.450025888440412e+18,STAR,-0.0001407933,2176,54243,246
1.2376512525865452e+18,241.934084741663,51.2912418340909,17.90626,16.52321,16.00518,15.83214,15.74896,1345,301,6,573,2.4500291869752955e+18,STAR,2.521269e-05,2176,54243,258
1.2376512525865452e+18,241.798093568937,51.3384128562462,21.15117,19.15232,17.794529999999998,17.289,16.96271,1345,301,6,573,7.111335652990054e+18,GALAXY,0.2170958,6316,56483,552
1.2376512525865452e+18,241.745045714872,51.2832041293355,18.99917,17.27192,16.46047,16.08596,15.80999,1345,301,6,573,6.98217411274369e+17,GALAXY,0.05001654,620,52375,580
1.2376512525865454e+18,242.003111260382,51.3469257773676,22.64607,19.98814,18.86803,18.196620000000003,18.28501,1345,301,6,573,7.561547730037436e+18,STAR,-0.0002010597,6716,56401,14
1.2376512525865454e+18,241.819396891282,51.2203334953644,20.95364,19.27475,18.56667,18.32244,18.19844,1345,301,6,573,2.46241133762448e+18,STAR,-8.928219999999999e-05,2187,54270,248
1.2376512525865454e+18,241.817240635972,51.208002436577104,24.92268,22.82007,21.14216,20.170720000000003,19.60692,1345,301,6,573,7.111337027379589e+18,GALAXY,0.558036,6316,56483,557
1.2376512525865454e+18,242.008358846742,51.3008461810135,19.48258,17.982229999999998,17.36843,17.099,16.973010000000002,1345,301,6,573,2.450026713074133e+18,STAR,-0.0009473589999999,2176,54243,249
1.2376512525865454e+18,241.834491410752,51.1947092299679,20.30836,18.2756,17.26512,16.85548,16.53554,1345,301,6,573,6.982171363964621e+17,GALAXY,0.1150417,620,52375,579
1.2376512525865454e+18,241.826673152023,51.17866385478029,20.47996,18.58928,17.62736,17.22024,16.89401,1345,301,6,573,6.982157620069274e+17,GALAXY,0.1163244,620,52375,574
1.2376512525865457e+18,241.818785062086,51.3492822222835,21.60481,21.19841,21.1701,21.07659,20.62968,1345,301,6,573,7.561548829549064e+18,QSO,2.149929,6716,56401,18
1.2376512525866107e+18,241.883379541576,51.1413553442423,19.26933,17.9879,17.5191,17.36236,17.30435,1345,301,6,574,2.450026163318319e+18,STAR,-0.0002763501,2176,54243,247
1.2376512525866107e+18,241.870964010703,51.1643904280486,19.5408,17.89775,17.06524,16.68398,16.40825,1345,301,6,574,6.982163117627412e+17,GALAXY,0.04995593,620,52375,576
1.2376512525866765e+18,242.097725796311,51.0021083235779,22.421,20.45703,18.9231,18.31199,17.944679999999998,1345,301,6,575,7.561545531014179e+18,GALAXY,0.3620267,6716,56401,6
1.2376512525866765e+18,242.06643184124096,51.00824125548221,21.16305,20.5651,20.66363,20.49372,20.39154,1345,301,6,575,7.111327131774939e+18,QSO,2.364557,6316,56483,521
1.2376512525867418e+18,242.20787336326,50.8966630601514,18.9182,17.66863,17.11585,16.80227,16.63375,1345,301,6,576,6.980626550127596e+17,GALAXY,0.05133655,620,52375,17
1.2376512525867418e+18,242.281414584502,50.8444497934458,18.23999,16.26463,15.40255,14.97696,14.68014,1345,301,6,576,6.980615555011318e+17,GALAXY,0.05296399,620,52375,13
1.2376512525867418e+18,242.24827016134896,50.888023033484,22.07895,18.650920000000003,18.93412,17.95028,17.90854,1345,301,6,576,6.980610057453179e+17,GALAXY,0.05268076,620,52375,11
1.237651252586873e+18,242.570153903434,50.6260655207867,19.82031,17.646829999999998,16.57414,16.37346,16.06769,1345,301,6,578,7.015214382800179e+17,STAR,1.617962e-05,623,52051,312
1.2376512525868736e+18,242.58034744424305,50.62856492214271,25.38899,21.1883,19.358220000000003,18.64164,18.19061,1345,301,6,578,7.111352695420285e+18,GALAXY,0.4326698,6316,56483,614
1.2376512525869391e+18,242.673271462183,50.5558613769536,23.31538,22.52492,21.06546,19.77352,19.04811,1345,301,6,579,7.111291947402849e+18,STAR,-0.0002165934,6316,56483,393
1.237651252587135e+18,243.356641425918,50.3513697857392,18.89359,17.66996,17.1706,16.965,16.89374,1345,301,6,582,3.702015875767968e+18,STAR,9.108421e-05,3288,54908,207
1.2376512525872008e+18,243.566001983325,50.1908732622215,18.17871,17.1248,16.549139999999998,16.21964,15.979970000000002,1345,301,6,583,3.2471808942968934e+18,GALAXY,0.05885415,2884,54526,311
1.2376512525872013e+18,243.56695334419496,50.1790666892465,22.49349,21.7484,19.98055,18.84936,18.3818,1345,301,6,583,7.111256763030761e+18,GALAXY,0.5519523000000001,6316,56483,265
1.237655128759665e+18,233.86619180811,53.67068038855739,20.12021,19.79851,19.46729,19.18941,19.07119,2248,301,2,41,6.936192547710833e+17,QSO,1.64613,616,52442,236
1.237655128759665e+18,233.93120937606,53.5758377413579,20.08485,18.30987,17.58311,17.31255,17.181079999999998,2248,301,2,41,3.860877165180592e+18,STAR,-0.0004889421,3429,54976,605
1.237655128759665e+18,233.89708212155105,53.5205390079974,21.55326,19.14673,17.71495,16.77795,16.221239999999998,2248,301,2,41,7.559549368425705e+18,STAR,-0.0003639061,6714,56447,936
1.237655128759665e+18,233.96017081319096,53.7533446705892,21.85146,20.19656,18.47452,17.85969,17.499129999999997,2248,301,2,41,6.936167808699208e+17,GALAXY,0.3375062,616,52442,227
1.237655128759665e+18,233.84233005406296,53.622599591975,22.21561,19.28517,17.83825,17.29345,16.94141,2248,301,2,41,7.559545245257101e+18,GALAXY,0.2682291,6714,56447,921
1.237655128759665e+18,233.934138587576,53.7048290795198,21.42198,20.58807,20.6529,20.43946,20.28591,2248,301,2,41,7.552649933045297e+18,QSO,2.302404,6708,56452,412
1.237655128759665e+18,233.832410643553,53.56951182629721,21.87425,20.86914,20.70051,20.7927,20.52344,2248,301,2,41,7.559546894524544e+18,STAR,-0.0005852028,6714,56447,927
1.237655128759665e+18,233.93368436900505,53.568200561853295,21.47234,20.88456,20.72006,20.56245,20.33985,2248,301,2,41,7.552659004016225e+18,STAR,-0.0008903889,6708,56452,445
1.2376551287596652e+18,233.941360544385,53.67339739129729,24.4172,21.10117,19.29598,18.58956,18.21437,2248,301,2,41,7.552647734022042e+18,GALAXY,0.4075888,6708,56452,404
1.2376551287596652e+18,234.048681597215,53.6965531692119,23.92456,22.81484,21.30024,20.24567,19.32394,2248,301,2,41,6.93615406480386e+17,STAR,-7.481572e-06,616,52442,222
1.2376551287596652e+18,233.964536197742,53.5754160472968,22.64139,21.93556,22.21057,21.68403,21.78813,2248,301,2,41,7.552647184266228e+18,QSO,2.277304,6708,56452,402
1.2376551287597302e+18,234.266459092719,53.5389032392178,19.04223,18.13054,18.09068,17.92372,17.62501,2248,301,2,42,7.552637288661578e+18,QSO,2.390277,6708,56452,366
1.2376551287597302e+18,234.037915448941,53.5590485789919,20.05731,18.48498,17.87836,17.63154,17.48689,2248,301,2,42,3.860876065668964e+18,STAR,3.413921e-05,3429,54976,601
1.2376551287597304e+18,234.0504259118,53.532666359366,17.60385,15.76873,14.91229,14.43068,14.04423,2248,301,2,42,6.936176055036416e+17,GALAXY,0.04617393,616,52442,230
1.2376551287597304e+18,234.234343674557,53.5949675323532,19.63838,17.770960000000002,16.74735,16.301470000000002,15.97391,2248,301,2,42,6.936074350210847e+17,GALAXY,0.1225918,616,52442,193
1.2376551287597304e+18,234.060729290583,53.4683502340324,20.89946,18.58072,17.26363,16.74683,16.427429999999998,2248,301,2,42,6.936340981780582e+17,GALAXY,0.2061981,616,52442,290
1.2376551287597304e+18,233.976826875742,53.524974922349,22.88491,20.84933,19.5257,18.25572,17.567,2248,301,2,42,7.559548268914077e+18,STAR,-0.0001960252,6714,56447,932
1.2376551287597304e+18,234.145263142404,53.5943525578266,23.666970000000003,20.338520000000003,18.65211,18.07078,17.701439999999998,2248,301,2,42,7.552649108411576e+18,GALAXY,0.3194611,6708,56452,409
1.2376551287597304e+18,233.940945904203,53.5128978463775,25.83635,21.31499,19.7644,18.70684,18.12252,2248,301,2,42,3.86086919372129e+18,STAR,-0.0002523299,3429,54976,576
1.2376551287597304e+18,234.028442586295,53.549793910706605,25.06134,21.65801,19.8823,19.07524,18.7492,2248,301,2,42,7.559546344768729e+18,GALAXY,0.4179955,6714,56447,925
1.2376551287597304e+18,234.05408324594,53.608629312427794,22.29487,21.13688,21.29316,21.36148,21.0454,2248,301,2,42,7.552648283777854e+18,STAR,-0.0006600936,6708,56452,406
1.2376551287597304e+18,234.1299621513,53.6286698846237,26.12932,21.39611,19.60704,18.73453,18.34553,2248,301,2,42,7.55955074281524e+18,GALAXY,0.4684134,6714,56447,941
1.2376551287597307e+18,233.981114492079,53.5158076441026,22.05842,22.11756,20.42723,19.56137,19.17774,2248,301,2,42,7.552648008899949e+18,GALAXY,0.469164,6708,56452,405
1.2376551287597307e+18,234.16324977488895,53.57756836563,22.72989,21.16292,19.4518,18.7409,18.33912,2248,301,2,42,7.559551017693147e+18,GALAXY,0.4175436999999999,6714,56447,942
1.237655368758854e+18,218.34386246788003,56.9456694374106,25.65751,22.00866,20.27499,19.36127,18.93995,2304,301,1,314,7.656229150172835e+18,GALAXY,0.4983894,6800,56399,399
1.2376553687588544e+18,218.418458010339,57.0591310434225,27.09422,22.846,20.56858,19.5035,18.98833,2304,301,1,314,7.656304466719337e+18,GALAXY,0.5827061,6800,56399,673
1.2376553687588544e+18,218.399119233626,57.0022606211403,22.87495,21.54439,20.04354,19.06254,18.55272,2304,301,1,314,7.656301168184454e+18,GALAXY,0.4989156,6800,56399,661
1.2376553687589192e+18,218.49382562509,56.9345246707757,17.270770000000002,15.86053,15.24542,14.99632,14.86055,2304,301,1,315,2.8586838435844854e+18,STAR,-0.001303193,2539,53918,87
1.2376553687589192e+18,218.431602950339,56.850451198337495,19.29253,17.391189999999998,16.419970000000003,16.04211,15.68627,2304,301,1,315,8.895200661088768e+17,GALAXY,0.1046571,790,52441,215
1.2376553687589192e+18,218.733604057426,56.9889521675896,18.95705,17.2654,16.58567,16.34509,16.2248,2304,301,1,315,2.85867174895658e+18,STAR,-0.0002031197,2539,53918,43
1.2376553687589192e+18,218.482465673732,56.89947177093579,20.07049,18.45179,17.550639999999998,17.15495,16.839779999999998,2304,301,1,315,8.895206158646906e+17,GALAXY,0.1052775,790,52441,217
1.2376553687589192e+18,218.53235911073295,56.8983169234443,19.66946,19.29586,19.37994,19.1883,19.05371,2304,301,1,315,7.656217880178651e+18,QSO,0.5390254,6800,56399,358
1.2376553687589192e+18,218.569650442646,56.911016184796495,18.584670000000003,17.34548,16.72418,16.38312,16.12568,2304,301,1,315,8.89499450265856e+17,GALAXY,0.1066469,790,52441,140
1.2376553687589192e+18,218.614880308116,56.8893807106044,20.28222,18.67623,17.72185,17.266460000000002,16.90417,2304,301,1,315,8.894967014867866e+17,GALAXY,0.1029353,790,52441,130
1.2376553687589192e+18,218.712206866137,56.9429816112786,19.06746,17.84378,17.334,17.01975,16.82486,2304,301,1,315,8.894991753879489e+17,GALAXY,0.06929196,790,52441,139
1.2376553687589192e+18,218.56032128073505,57.0028562161734,22.1817,20.0547,18.418,17.87071,17.53473,2304,301,1,315,7.656305291353059e+18,GALAXY,0.3165419,6800,56399,676
1.2376553687589197e+18,218.624219364704,56.801638252137394,20.67504,20.1966,20.0795,20.17052,19.955920000000003,2304,301,1,315,7.656216780667022e+18,QSO,1.712973,6800,56399,354
1.2376553687589197e+18,218.605575890549,57.027876097365706,22.04798,21.47012,20.05889,19.30626,18.98142,2304,301,1,315,7.656302267696083e+18,GALAXY,0.5022005999999999,6800,56399,665
1.2376553687589197e+18,218.64451310772705,56.988915841954295,22.96537,21.23021,19.46989,18.59855,18.19117,2304,301,1,315,7.656218155056558e+18,GALAXY,0.4984192,6800,56399,359
1.2376553687589197e+18,218.707248120468,56.992889195165205,22.23843,20.7282,18.99391,18.39654,18.10735,2304,301,1,315,7.656217605300744e+18,GALAXY,0.3158180999999999,6800,56399,357
1.2376553687589847e+18,218.788198753204,56.85129142037791,21.76849,20.47877,18.56866,18.03021,17.735979999999998,2304,301,1,316,8.894953270972518e+17,GALAXY,0.3057667999999999,790,52441,125
1.2376553687589847e+18,218.795858602458,56.8452923404434,24.60646,21.95879,20.32713,19.50255,19.17848,2304,301,1,316,7.656217055544929e+18,GALAXY,0.484393,6800,56399,355
1.2376553687589847e+18,218.845562431004,56.8454303702125,19.7152,19.57435,19.41686,19.43941,19.28744,2304,301,1,316,7.656217330422837e+18,QSO,0.8923435,6800,56399,356
1.2376553687589847e+18,218.915926557438,56.90098486125029,19.71782,17.675520000000002,16.653270000000003,16.20811,15.86138,2304,301,1,316,8.894983507542282e+17,GALAXY,0.1053726,790,52441,136
1.2376553687589852e+18,218.79222943541697,56.7610456735159,24.02492,21.63165,20.18739,19.4388,18.96758,2304,301,1,316,7.656215956033303e+18,GALAXY,0.496461,6800,56399,351
1.2376553687589852e+18,218.959511873888,56.8439386161057,25.22139,21.55027,20.08909,19.33187,18.87492,2304,301,1,316,7.65620715994028e+18,STAR,-0.0002956816999999,6800,56399,319
1.2376553687590502e+18,219.100372613708,56.819208794290105,18.41158,18.41179,18.47292,18.1233,17.9874,2304,301,1,317,8.894881802716713e+17,QSO,2.1066580000000004,790,52441,99
1.2376553687590505e+18,219.111507020061,56.67018975256371,20.6738,18.66296,17.59293,17.21939,16.86423,2304,301,1,317,8.894865310042296e+17,GALAXY,0.1503481,790,52441,93
1.2376553687590505e+18,219.208813362797,56.7298178556435,20.68451,19.49042,19.09203,18.98329,18.98777,2304,301,1,317,3.711115983772033e+18,STAR,-0.0005146237,3296,54909,545
1.2376553687590505e+18,219.085889925088,56.8174975720859,21.55177,20.66732,20.60265,20.67293,20.77558,2304,301,1,317,7.656205785550746e+18,QSO,2.6536720000000003,6800,56399,314
1.2376553687590505e+18,218.905392453082,56.719529417572296,26.24982,21.22901,19.36744,18.57393,18.18799,2304,301,1,317,8.894989005100421e+17,GALAXY,0.4361909,790,52441,138
1.2376553687590505e+18,219.02634000027695,56.823030363907606,24.19263,21.42774,19.63844,18.8433,18.35936,2304,301,1,317,7.656206610184465e+18,GALAXY,0.4974369,6800,56399,317
1.2376553687590505e+18,219.076855958371,56.838178886832296,25.66451,21.717270000000003,21.21405,20.98478,21.31955,2304,301,1,317,7.656206335306558e+18,QSO,3.359013,6800,56399,316
1.2376553687590505e+18,219.005567700608,56.7145129965343,22.42351,21.23394,19.44299,18.75323,18.2417,2304,301,1,317,7.656205235794932e+18,GALAXY,0.4133563,6800,56399,312
1.2376553687590505e+18,219.163921924628,56.8281964572011,22.28291,21.9252,19.96866,18.97017,18.44503,2304,301,1,317,7.656195615068189e+18,GALAXY,0.5379666,6800,56399,277
1.2376553687590508e+18,219.070898539025,56.671017011391,21.62244,21.19725,19.56751,18.543,18.2306,2304,301,1,317,7.656205510672839e+18,GALAXY,0.5250295,6800,56399,313
1.2376553687590508e+18,219.116671738359,56.642608217835,23.13996,21.40491,19.96651,19.15594,18.96555,2304,301,1,317,7.656204960917024e+18,GALAXY,0.5266066,6800,56399,311
1.2376553687590508e+18,219.023227612035,56.773516961549205,23.813,22.63802,20.987,19.84477,19.02905,2304,301,1,317,7.656206060428653e+18,GALAXY,0.6570275999999999,6800,56399,315
1.2376553687590508e+18,218.96400936274,56.7092488322682,24.14609,22.00616,20.34263,19.36611,18.90114,2304,301,1,317,7.656203861405397e+18,GALAXY,0.6101965,6800,56399,307
1.2376553687590508e+18,219.124633685839,56.80703790421679,23.80985,22.17853,20.35275,19.30751,18.77034,2304,301,1,317,7.656195065312375e+18,GALAXY,0.4948401,6800,56399,275
1.2376553687591158e+18,219.26680073335095,56.6873738005215,20.744,18.41323,17.42756,17.0969,16.95391,2304,301,1,318,3.71111625864994e+18,STAR,2.242342e-05,3296,54909,546
1.2376553687591158e+18,219.240515424968,56.6568952114707,18.92907,18.63806,18.41693,18.20221,18.06032,2304,301,1,318,7.65619369092284e+18,QSO,1.530157,6800,56399,270
1.237655368759116e+18,219.37227400023104,56.6057417530897,16.69745,15.7662,15.42771,15.29675,15.274729999999998,2304,301,1,318,8.894736117426033e+17,STAR,-0.000579378,790,52441,46
1.237655368759116e+18,219.288071293111,56.66865650341271,19.36496,18.18102,17.40159,16.98048,16.75579,2304,301,1,318,8.894848817367878e+17,GALAXY,0.1507213,790,52441,87
1.237655368759116e+18,219.313604030215,56.6520895688886,20.33175,17.77435,16.56925,16.02102,15.70529,2304,301,1,318,3.711117633039474e+18,STAR,-0.0001381813,3296,54909,551
1.237655368759116e+18,219.205329303205,56.6506556589676,22.97695,20.77798,19.22923,18.23373,17.74135,2304,301,1,318,3.7111198320627297e+18,STAR,-1.223559e-05,3296,54909,559
1.237655368759116e+18,219.39395695914,56.7170279765869,22.00092,21.68759,21.51344,21.54847,21.20244,2304,301,1,318,7.656194790434467e+18,STAR,-0.0005167056,6800,56399,274
1.2376553687591163e+18,219.271353064104,56.69325070145761,22.7109,21.89607,21.71654,21.81241,21.142670000000003,2304,301,1,318,7.656194240678654e+18,GALAXY,0.13732,6800,56399,272
1.2376553687591163e+18,219.36209961620705,56.69605131513921,23.45187,20.86895,19.13999,18.42685,18.149,2304,301,1,318,8.894725122309754e+17,GALAXY,0.4373710999999999,790,52441,42
1.2376553687591163e+18,219.475104614886,56.707546153372896,24.30115,22.04742,20.22894,18.98863,18.68573,2304,301,1,318,7.65619451555656e+18,GALAXY,0.7276881,6800,56399,273
1.2376553687591813e+18,219.51041800704,56.6595019709238,19.04656,16.91881,16.03629,15.73234,15.5772,2304,301,1,319,3.7111280783999386e+18,STAR,-1.912075e-05,3296,54909,589
1.2376553687591813e+18,219.436787923882,56.571757613107,18.89002,17.04898,16.246560000000002,15.98639,15.8556,2304,301,1,319,8.894738866205102e+17,STAR,-9.792889e-05,790,52441,47
1.2376553687591813e+18,219.639859553034,56.6144051618236,19.59763,18.19818,17.37493,16.922179999999997,16.663339999999998,2304,301,1,319,8.906698802929601e+17,GALAXY,0.15105,791,52435,302
1.2376553687591813e+18,219.585636657735,56.5634207550269,20.53058,19.29165,18.91641,18.7183,18.69004,2304,301,1,319,3.711125879376683e+18,STAR,-0.0006303095,3296,54909,581
1.2376553687591813e+18,219.550825297554,56.4979079915793,18.92126,17.56405,16.69963,16.271620000000002,15.94561,2304,301,1,319,8.906726290720297e+17,GALAXY,0.1286375,791,52435,312
1.2376554643111283e+18,210.739463975177,59.6491295072791,21.7349,20.97941,20.43042,20.32418,20.22479,2326,301,3,150,7.665274558194839e+18,QSO,1.376821,6808,56443,538
1.2376554643111283e+18,210.58921543821,59.6505382112444,24.5721,22.25435,20.59439,19.72754,19.13711,2326,301,3,150,7.666262194699039e+18,GALAXY,0.4688751,6809,56454,35
1.2376554643111283e+18,210.63702032027695,59.670598768697005,24.49014,21.85461,21.44266,21.3159,21.1523,2326,301,3,150,7.665273458683211e+18,STAR,-0.0004515764,6808,56443,534
1.2376554643111283e+18,210.636912011522,59.5948487950103,23.443620000000003,20.95878,20.23276,19.16511,18.23716,2326,301,3,150,7.665274833072745e+18,STAR,-5.018181e-05,6808,56443,539
1.2376554643111286e+18,210.755769386228,59.6298273439626,24.36043,22.28078,20.46335,19.51398,18.90517,2326,301,3,150,7.666259445919969e+18,GALAXY,0.4903436,6809,56454,25
1.2376554643111936e+18,210.816536256348,59.5816129122512,18.78472,17.09682,16.3001,15.8797,15.6049,2326,301,3,151,8.87319116979923e+17,GALAXY,0.0729033,788,52338,400
1.2376554643111936e+18,210.920336795031,59.7010137382244,19.24083,18.10732,17.50805,17.22953,17.0735,2326,301,3,151,8.861132273001697e+17,GALAXY,0.06980214,787,52320,109
1.2376554643111936e+18,210.826141086782,59.546805763017,19.725620000000003,17.990289999999998,17.033179999999998,16.61811,16.29514,2326,301,3,151,8.86111578032728e+17,GALAXY,0.1288559,787,52320,103
1.2376554643111936e+18,211.071997267882,59.65830185136021,20.34315,20.14967,19.681520000000003,19.64584,19.71215,2326,301,3,151,8.861126775443558e+17,QSO,1.296172,787,52320,107
1.2376554643111939e+18,211.10286386302505,59.5787537911359,20.2254,19.85737,19.94123,20.16359,20.26277,2326,301,3,151,8.861129524222628e+17,STAR,0.0002830634,787,52320,108
1.2376554643111939e+18,211.114263541176,59.5877628496294,20.11919,19.224120000000003,18.92401,18.84288,18.88123,2326,301,3,151,7.666255597629272e+18,STAR,-0.0013799939999999,6809,56454,11
1.237655464311194e+18,211.05207205177,59.6720149940006,23.8464,21.54156,19.99651,19.21707,18.84146,2326,301,3,151,7.665284178921583e+18,GALAXY,0.4630686,6808,56443,573
1.2376554643111944e+18,211.079242454665,59.6312069935952,23.04345,22.72427,20.60241,19.57236,19.01521,2326,301,3,151,7.665284728677395e+18,GALAXY,0.6002420999999999,6808,56443,575
1.2376554643112591e+18,211.19245825945,59.577302096104,18.41035,17.30026,16.80486,16.55353,16.34743,2326,301,3,152,8.861003080385434e+17,GALAXY,0.03617603,787,52320,62
1.2376554643112591e+18,211.238407824713,59.5823208540285,20.16599,18.68873,17.79451,17.380679999999998,17.07999,2326,301,3,152,8.861008577943571e+17,GALAXY,0.1540392,787,52320,64
1.2376554643112591e+18,211.21811580848495,59.5616637511111,23.51197,20.45005,19.54564,19.2921,19.22851,2326,301,3,152,7.665286103066931e+18,STAR,-0.0005523155,6808,56443,580
1.2376554643112591e+18,211.31492674750305,59.4743963656462,24.13012,21.32832,19.52373,18.81884,18.40893,2326,301,3,152,7.665247070404145e+18,GALAXY,0.4209354,6808,56443,438
1.2376554643112596e+18,211.317127898784,59.6263072346885,23.18057,21.99817,21.73066,22.06678,21.56416,2326,301,3,152,7.666256422262992e+18,GALAXY,0.3470656,6809,56454,14
1.23765546431126e+18,211.245443623006,59.5171351084021,24.64636,22.69323,20.8033,19.79343,19.13768,2326,301,3,152,8.861025070617989e+17,STAR,-0.0002201702,787,52320,70
1.23765546431126e+18,211.268156482917,59.52736477034821,23.44227,21.24952,19.85938,18.72962,18.27256,2326,301,3,152,7.665247345282051e+18,GALAXY,0.6550026,6808,56443,439
1.23765546431126e+18,211.342380696307,59.60314841475449,24.18904,22.54682,20.76937,19.43815,18.96564,2326,301,3,152,7.665296823305302e+18,GALAXY,0.6860970999999999,6808,56443,619
